Date;Heures;Conso_stade;Conso_scolaire;Conso_inactif;Conso_Actif;Solaire
31/10/2020;23:00;0.528;2.13;3.1;1.9;0
01/11/2020;00:00;0.594;0.9;1.47;1.8;0
01/11/2020;01:00;0.561;0.7;1.1;1.1;0
01/11/2020;02:00;0.363;0.6;0.9;0.73;0
01/11/2020;03:00;0.3465;0.65;0.85;0.67;0
01/11/2020;04:00;0.33;0.5;0.62;0.67;0
01/11/2020;05:00;0.396;0.7;0.6;0.59;0
01/11/2020;06:00;0.363;1.86;0.58;1.3;0
01/11/2020;07:00;0.297;1.89;1;1.9;123
01/11/2020;08:00;0.297;1.9;1.3;2.4;379
01/11/2020;09:00;0.2805;1.92;1.4;2.5;975
01/11/2020;10:00;0.231;1.8;1.6;2.47;1643
01/11/2020;11:00;0.2475;2;1.9;2;2056
01/11/2020;12:00;0.297;2.2;2.1;2.53;2204
01/11/2020;13:00;0.2805;1.2;2.15;2.8;1998
01/11/2020;14:00;0.2541;1.95;2.45;2.1;1566
01/11/2020;15:00;0.2904;1.83;2.5;1.9;959
01/11/2020;16:00;0.3102;1.8;2.51;2.06;432
01/11/2020;17:00;0.528;2.1;2.35;1.2;157
01/11/2020;18:00;0.627;2.7;2.62;2.57;0
01/11/2020;19:00;0.66;1.15;2.65;2.8;0
01/11/2020;20:00;0.627;1.95;2.7;2.9;0
01/11/2020;21:00;0.597;0.49;2.52;3.1;0
01/11/2020;22:00;0.561;1.8;2.1;2.87;0
01/11/2020;23:00;0.528;1.6;1.4;2.02;0
02/11/2020;00:00;0.561;2.64;0.86;0.86;0
02/11/2020;01:00;0.495;2.25;0.73;0.73;0
02/11/2020;02:00;0.297;1.95;0.6;0.9;0
02/11/2020;03:00;0.297;1.98;0.6;0.9;0
02/11/2020;04:00;0.297;1.8;0.6;0.9;0
02/11/2020;05:00;0.396;2.1;1;1.5;0
02/11/2020;06:00;0.363;3.9;1.8;2.7;0
02/11/2020;07:00;0.297;5.1;1.9;2.9;113
02/11/2020;08:00;0.297;9.3;1.6;2.4;255
02/11/2020;09:00;0.2805;10.8;1.2;1.8;632
02/11/2020;10:00;0.264;12;0.53;0.9;1220
02/11/2020;11:00;0.264;12.6;0.54;0.8;1758
02/11/2020;12:00;0.264;11.1;0.53;0.95;2198
02/11/2020;13:00;0.264;6.6;0.53;1.1;2380
02/11/2020;14:00;0.264;11.7;0.53;1.05;1935
02/11/2020;15:00;0.297;12.3;0.55;0.9;1492
02/11/2020;16:00;0.297;12.9;0.53;1.1;727
02/11/2020;17:00;0.528;14.1;1.2;1.8;196
02/11/2020;18:00;0.594;9.24;2.54;2.53;0
02/11/2020;19:00;0.627;7.5;2.27;2.26;0
02/11/2020;20:00;0.627;6.6;1.4;1.4;0
02/11/2020;21:00;0.594;5.7;1.87;1.86;0
02/11/2020;22:00;0.627;3.6;1.26;1.26;0
02/11/2020;23:00;0.561;3.3;1.2;1.2;0
03/11/2020;00:00;0.561;2.64;0.73;0.73;0
03/11/2020;01:00;0.495;2.25;0.6;0.6;0
03/11/2020;02:00;0.297;1.95;0.57;0.56;0
03/11/2020;03:00;0.297;1.98;0.56;0.56;0
03/11/2020;04:00;0.297;1.8;0.55;0.56;0
03/11/2020;05:00;0.396;2.1;1;1;0
03/11/2020;06:00;0.363;3.9;1.8;2.7;0
03/11/2020;07:00;0.297;5.1;1.9;2.9;123
03/11/2020;08:00;0.297;9.3;1.6;2.4;350
03/11/2020;09:00;0.2805;10.8;1.2;1.8;1004
03/11/2020;10:00;0.264;12;0.51;0.9;1681
03/11/2020;11:00;0.264;12.6;0.53;0.85;2276
03/11/2020;12:00;0.264;11.1;0.49;1;2409
03/11/2020;13:00;0.264;6.6;0.53;1.05;2214
03/11/2020;14:00;0.264;11.7;0.54;0.78;1902
03/11/2020;15:00;0.297;12.3;0.53;0.92;1406
03/11/2020;16:00;0.297;12.9;0.53;0.99;658
03/11/2020;17:00;0.528;14.1;1.2;1.2;184
03/11/2020;18:00;0.594;9.24;2.53;2.53;0
03/11/2020;19:00;0.627;7.5;2.26;2.26;0
03/11/2020;20:00;0.627;6.6;1.4;1.4;0
03/11/2020;21:00;0.594;5.7;1.86;1.86;0
03/11/2020;22:00;0.627;3.6;1.27;1.26;0
03/11/2020;23:00;0.561;3.3;1.2;1.2;0
04/11/2020;00:00;0.561;2.64;0.86;0.73;0
04/11/2020;01:00;0.495;2.25;0.73;0.6;0
04/11/2020;02:00;0.297;1.95;0.6;0.56;0
04/11/2020;03:00;0.297;1.98;0.6;0.57;0
04/11/2020;04:00;0.297;1.8;0.6;0.56;0
04/11/2020;05:00;0.396;2.1;1;1;0
04/11/2020;06:00;0.363;3.9;1.8;2.7;0
04/11/2020;07:00;0.297;5.1;1.9;2.9;124
04/11/2020;08:00;0.297;9.3;1.6;2.4;371
04/11/2020;09:00;0.2805;10.8;1.2;1.8;1062
04/11/2020;10:00;0.264;12;0.53;0.96;1850
04/11/2020;11:00;0.264;12.6;0.54;1.03;2248
04/11/2020;12:00;0.264;11.1;0.53;0.91;2413
04/11/2020;13:00;0.264;6.6;0.53;0.85;2220
04/11/2020;14:00;0.264;11.7;0.53;0.93;2054
04/11/2020;15:00;0.297;12.3;0.55;1.1;1343
04/11/2020;16:00;0.297;12.9;0.53;0.69;646
04/11/2020;17:00;0.528;14.1;1.2;1.2;193
04/11/2020;18:00;0.594;9.24;2.54;2.53;0
04/11/2020;19:00;0.627;7.5;2.27;2.26;0
04/11/2020;20:00;0.627;6.6;1.4;1.4;0
04/11/2020;21:00;0.594;5.7;1.87;1.87;0
04/11/2020;22:00;0.627;3.6;1.26;1.26;0
04/11/2020;23:00;0.561;3.3;1.2;1.2;0
05/11/2020;00:00;0.561;2.64;0.73;0.73;0
05/11/2020;01:00;0.495;2.25;0.6;0.6;0
05/11/2020;02:00;0.297;1.95;0.57;0.56;0
05/11/2020;03:00;0.297;1.98;0.56;0.56;0
05/11/2020;04:00;0.297;1.8;0.55;0.56;0
05/11/2020;05:00;0.396;2.1;1;1;0
05/11/2020;06:00;0.363;3.9;1.8;2.7;0
05/11/2020;07:00;0.297;5.1;1.9;2.9;127
05/11/2020;08:00;0.297;9.3;1.6;2.4;430
05/11/2020;09:00;0.2805;10.8;1.2;1.8;1209
05/11/2020;10:00;0.264;12;0.51;0.9;1959
05/11/2020;11:00;0.264;12.6;0.53;0.85;2552
05/11/2020;12:00;0.264;11.1;0.49;1;2936
05/11/2020;13:00;0.264;6.6;0.53;1.05;2687
05/11/2020;14:00;0.264;11.7;0.54;0.78;2365
05/11/2020;15:00;0.297;12.3;0.53;0.92;1666
05/11/2020;16:00;0.297;12.9;0.53;0.99;677
05/11/2020;17:00;0.528;14.1;1.2;1.2;178
05/11/2020;18:00;0.594;9.24;2.53;2.53;0
05/11/2020;19:00;0.627;7.5;2.26;2.26;0
05/11/2020;20:00;0.627;6.6;1.4;1.4;0
05/11/2020;21:00;0.594;5.7;1.86;1.86;0
05/11/2020;22:00;0.627;3.6;1.27;1.26;0
05/11/2020;23:00;0.561;3.3;1.2;1.2;0
06/11/2020;00:00;0.561;2.64;0.9;0.73;0
06/11/2020;01:00;0.495;2.25;0.85;0.6;0
06/11/2020;02:00;0.297;1.95;0.62;0.56;0
06/11/2020;03:00;0.297;1.98;0.6;0.57;0
06/11/2020;04:00;0.297;1.8;0.58;0.56;0
06/11/2020;05:00;0.396;2.1;1;1;0
06/11/2020;06:00;0.363;3.9;1.3;2.7;0
06/11/2020;07:00;0.297;5.1;1.9;2.9;121
06/11/2020;08:00;0.297;9.3;1.6;2.4;294
06/11/2020;09:00;0.2805;10.8;1.2;1.8;763
06/11/2020;10:00;0.264;12;0.51;0.96;1346
06/11/2020;11:00;0.264;12.6;0.53;1.03;1674
06/11/2020;12:00;0.264;11.1;0.49;0.91;1826
06/11/2020;13:00;0.264;6.6;0.53;0.85;1869
06/11/2020;14:00;0.264;11.7;0.54;0.93;1633
06/11/2020;15:00;0.297;12.3;0.53;1.1;1009
06/11/2020;16:00;0.297;12.9;0.53;0.69;451
06/11/2020;17:00;0.528;14.1;1.2;1.2;169
06/11/2020;18:00;0.594;9.24;1.7;2.53;0
06/11/2020;19:00;0.627;7.5;2.83;2.26;0
06/11/2020;20:00;0.627;6.6;2.9;2.3;0
06/11/2020;21:00;0.594;5.7;3.1;2.51;0
06/11/2020;22:00;0.627;3.6;3.4;2.6;0
06/11/2020;23:00;0.561;3.3;2.8;1.8;0
07/11/2020;00:00;0.594;2.64;1.95;0.73;0
07/11/2020;01:00;0.561;2.25;1.2;0.65;0
07/11/2020;02:00;0.363;1.95;0.9;0.58;0
07/11/2020;03:00;0.3465;1.98;0.85;0.57;0
07/11/2020;04:00;0.33;1.8;0.62;0.56;0
07/11/2020;05:00;0.396;2.1;0.6;0.9;0
07/11/2020;06:00;0.363;2.4;0.58;1.9;0
07/11/2020;07:00;0.297;2.1;1;2.9;124
07/11/2020;08:00;0.297;1.95;1.3;2.4;382
07/11/2020;09:00;0.2805;1.98;1.5;1.8;1062
07/11/2020;10:00;0.231;1.8;1.7;1.2;1821
07/11/2020;11:00;0.2475;2.1;1.9;1.1;2384
07/11/2020;12:00;0.297;1.95;2.1;1.6;2887
07/11/2020;13:00;0.2805;2.25;2.15;1.8;2873
07/11/2020;14:00;0.2541;1.95;2.45;1.5;2466
07/11/2020;15:00;0.2904;2.01;2.5;1.4;1666
07/11/2020;16:00;0.3102;1.8;2.51;1.55;690
07/11/2020;17:00;0.528;2.1;2.35;1.9;183
07/11/2020;18:00;0.627;2.67;2.62;2.55;0
07/11/2020;19:00;0.66;2.25;2.65;2.7;0
07/11/2020;20:00;0.627;1.95;2.7;2;0
07/11/2020;21:00;0.597;2.1;2.83;2.4;0
07/11/2020;22:00;0.561;1.8;2.9;2.5;0
07/11/2020;23:00;0.528;2.13;3.1;1.9;0
08/11/2020;00:00;0.594;0.9;1.47;1.8;0
08/11/2020;01:00;0.561;0.7;1.1;1.1;0
08/11/2020;02:00;0.363;0.6;0.9;0.73;0
08/11/2020;03:00;0.3465;0.65;0.85;0.67;0
08/11/2020;04:00;0.33;0.5;0.62;0.67;0
08/11/2020;05:00;0.396;0.7;0.6;0.59;0
08/11/2020;06:00;0.363;1.86;0.58;1.3;0
08/11/2020;07:00;0.297;1.89;1;1.9;122
08/11/2020;08:00;0.297;1.9;1.3;2.4;496
08/11/2020;09:00;0.2805;1.92;1.4;2.5;1645
08/11/2020;10:00;0.231;1.8;1.6;2.47;2702
08/11/2020;11:00;0.2475;2;1.9;2;3212
08/11/2020;12:00;0.297;2.2;2.1;2.53;3238
08/11/2020;13:00;0.2805;1.2;2.15;2.8;3047
08/11/2020;14:00;0.2541;1.95;2.45;2.1;2417
08/11/2020;15:00;0.2904;1.83;2.5;1.9;1585
08/11/2020;16:00;0.3102;1.8;2.51;2.06;606
08/11/2020;17:00;0.528;2.1;2.35;1.2;164
08/11/2020;18:00;0.627;2.7;2.62;2.57;0
08/11/2020;19:00;0.66;1.15;2.65;2.8;0
08/11/2020;20:00;0.627;1.95;2.7;2.9;0
08/11/2020;21:00;0.597;0.49;2.52;3.1;0
08/11/2020;22:00;0.561;1.8;2.1;2.87;0
08/11/2020;23:00;0.528;1.6;1.4;2.02;0
09/11/2020;00:00;0.594;2.64;0.86;0.86;0
09/11/2020;01:00;0.561;2.25;0.73;0.73;0
09/11/2020;02:00;0.363;1.95;0.6;0.9;0
09/11/2020;03:00;0.3465;1.98;0.6;0.9;0
09/11/2020;04:00;0.33;1.8;0.6;0.9;0
09/11/2020;05:00;0.396;2.1;1;1.5;0
09/11/2020;06:00;0.363;3.9;1.8;2.7;0
09/11/2020;07:00;0.297;5.1;1.9;2.9;114
09/11/2020;08:00;0.297;9.3;1.6;2.4;272
09/11/2020;09:00;0.2805;10.8;1.2;1.8;835
09/11/2020;10:00;0.231;12;0.53;0.9;1584
09/11/2020;11:00;0.2475;12.6;0.54;0.8;2264
09/11/2020;12:00;0.297;11.1;0.53;0.95;2724
09/11/2020;13:00;0.2805;6.6;0.53;1.1;2705
09/11/2020;14:00;0.2541;11.7;0.53;1.05;2393
09/11/2020;15:00;0.2904;12.3;0.55;0.9;1836
09/11/2020;16:00;0.3102;12.9;0.53;1.1;804
09/11/2020;17:00;0.528;14.1;1.2;1.8;189
09/11/2020;18:00;0.627;9.24;2.54;2.53;0
09/11/2020;19:00;0.66;7.5;2.27;2.26;0
09/11/2020;20:00;0.627;6.6;1.4;1.4;0
09/11/2020;21:00;0.594;5.7;1.87;1.86;0
09/11/2020;22:00;0.561;3.6;1.26;1.26;0
09/11/2020;23:00;0.528;3.3;1.2;1.2;0
10/11/2020;00:00;0.561;2.64;0.73;0.73;0
10/11/2020;01:00;0.495;2.25;0.6;0.6;0
10/11/2020;02:00;0.297;1.95;0.57;0.56;0
10/11/2020;03:00;0.297;1.98;0.56;0.56;0
10/11/2020;04:00;0.297;1.8;0.55;0.56;0
10/11/2020;05:00;0.396;2.1;1;1;0
10/11/2020;06:00;0.363;3.9;1.8;2.7;0
10/11/2020;07:00;0.297;5.1;1.9;2.9;115
10/11/2020;08:00;0.297;9.3;1.6;2.4;244
10/11/2020;09:00;0.2805;10.8;1.2;1.8;660
10/11/2020;10:00;0.264;12;0.51;0.9;1374
10/11/2020;11:00;0.264;12.6;0.53;0.85;2050
10/11/2020;12:00;0.264;11.1;0.49;1;2356
10/11/2020;13:00;0.264;6.6;0.53;1.05;2269
10/11/2020;14:00;0.264;11.7;0.54;0.78;1862
10/11/2020;15:00;0.297;12.3;0.53;0.92;1295
10/11/2020;16:00;0.297;12.9;0.53;0.99;538
10/11/2020;17:00;0.528;14.1;1.2;1.2;166
10/11/2020;18:00;0.594;9.24;2.53;2.53;0
10/11/2020;19:00;0.627;7.5;2.26;2.26;0
10/11/2020;20:00;0.627;6.6;1.4;1.4;0
10/11/2020;21:00;0.594;5.7;1.86;1.86;0
10/11/2020;22:00;0.627;3.6;1.27;1.26;0
10/11/2020;23:00;0.561;3.3;1.2;1.2;0
11/11/2020;00:00;0.561;2.64;0.86;0.73;0
11/11/2020;01:00;0.495;2.25;0.73;0.6;0
11/11/2020;02:00;0.297;1.95;0.6;0.56;0
11/11/2020;03:00;0.297;1.98;0.6;0.57;0
11/11/2020;04:00;0.297;1.8;0.6;0.56;0
11/11/2020;05:00;0.396;2.1;1;1;0
11/11/2020;06:00;0.363;3.9;1.8;2.7;0
11/11/2020;07:00;0.297;5.1;1.9;2.9;119
11/11/2020;08:00;0.297;9.3;1.6;2.4;387
11/11/2020;09:00;0.2805;10.8;1.2;1.8;1408
11/11/2020;10:00;0.264;12;0.53;0.96;2509
11/11/2020;11:00;0.264;12.6;0.54;1.03;3217
11/11/2020;12:00;0.264;11.1;0.53;0.91;3376
11/11/2020;13:00;0.264;6.6;0.53;0.85;3260
11/11/2020;14:00;0.264;11.7;0.53;0.93;2789
11/11/2020;15:00;0.297;12.3;0.55;1.1;1844
11/11/2020;16:00;0.297;12.9;0.53;0.69;708
11/11/2020;17:00;0.528;14.1;1.2;1.2;177
11/11/2020;18:00;0.594;9.24;2.54;2.53;0
11/11/2020;19:00;0.627;7.5;2.27;2.26;0
11/11/2020;20:00;0.627;6.6;1.4;1.4;0
11/11/2020;21:00;0.594;5.7;1.87;1.87;0
11/11/2020;22:00;0.627;3.6;1.26;1.26;0
11/11/2020;23:00;0.561;3.3;1.2;1.2;0
12/11/2020;00:00;0.561;2.64;0.73;0.73;0
12/11/2020;01:00;0.495;2.25;0.6;0.6;0
12/11/2020;02:00;0.297;1.95;0.57;0.56;0
12/11/2020;03:00;0.297;1.98;0.56;0.56;0
12/11/2020;04:00;0.297;1.8;0.55;0.56;0
12/11/2020;05:00;0.396;2.1;1;1;0
12/11/2020;06:00;0.363;3.9;1.8;2.7;0
12/11/2020;07:00;0.297;5.1;1.9;2.9;128
12/11/2020;08:00;0.297;9.3;1.6;2.4;395
12/11/2020;09:00;0.2805;10.8;1.2;1.8;1173
12/11/2020;10:00;0.264;12;0.51;0.9;2277
12/11/2020;11:00;0.264;12.6;0.53;0.85;2867
12/11/2020;12:00;0.264;11.1;0.49;1;3264
12/11/2020;13:00;0.264;6.6;0.53;1.05;3325
12/11/2020;14:00;0.264;11.7;0.54;0.78;2683
12/11/2020;15:00;0.297;12.3;0.53;0.92;1659
12/11/2020;16:00;0.297;12.9;0.53;0.99;701
12/11/2020;17:00;0.528;14.1;1.2;1.2;165
12/11/2020;18:00;0.594;9.24;2.53;2.53;0
12/11/2020;19:00;0.627;7.5;2.26;2.26;0
12/11/2020;20:00;0.627;6.6;1.4;1.4;0
12/11/2020;21:00;0.594;5.7;1.86;1.86;0
12/11/2020;22:00;0.627;3.6;1.27;1.26;0
12/11/2020;23:00;0.561;3.3;1.2;1.2;0
13/11/2020;00:00;0.561;2.64;0.9;0.73;0
13/11/2020;01:00;0.495;2.25;0.85;0.6;0
13/11/2020;02:00;0.297;1.95;0.62;0.56;0
13/11/2020;03:00;0.297;1.98;0.6;0.57;0
13/11/2020;04:00;0.297;1.8;0.58;0.56;0
13/11/2020;05:00;0.396;2.1;1;1;0
13/11/2020;06:00;0.363;3.9;1.3;2.7;0
13/11/2020;07:00;0.297;5.1;1.9;2.9;115
13/11/2020;08:00;0.297;9.3;1.6;2.4;175
13/11/2020;09:00;0.2805;10.8;1.2;1.8;431
13/11/2020;10:00;0.264;12;0.51;0.96;916
13/11/2020;11:00;0.264;12.6;0.53;1.03;1392
13/11/2020;12:00;0.264;11.1;0.49;0.91;1412
13/11/2020;13:00;0.264;6.6;0.53;0.85;1420
13/11/2020;14:00;0.264;11.7;0.54;0.93;1220
13/11/2020;15:00;0.297;12.3;0.53;1.1;795
13/11/2020;16:00;0.297;12.9;0.53;0.69;420
13/11/2020;17:00;0.528;14.1;1.2;1.2;149
13/11/2020;18:00;0.594;9.24;1.7;2.53;0
13/11/2020;19:00;0.627;7.5;2.83;2.26;0
13/11/2020;20:00;0.627;6.6;2.9;2.3;0
13/11/2020;21:00;0.594;5.7;3.1;2.51;0
13/11/2020;22:00;0.627;3.6;3.4;2.6;0
13/11/2020;23:00;0.561;3.3;2.8;1.8;0
14/11/2020;00:00;0.594;2.64;1.95;0.73;0
14/11/2020;01:00;0.561;2.25;1.2;0.65;0
14/11/2020;02:00;0.363;1.95;0.9;0.58;0
14/11/2020;03:00;0.3465;1.98;0.85;0.57;0
14/11/2020;04:00;0.33;1.8;0.62;0.56;0
14/11/2020;05:00;0.396;2.1;0.6;0.9;0
14/11/2020;06:00;0.363;2.4;0.58;1.9;0
14/11/2020;07:00;0.297;2.1;1;2.9;0
14/11/2020;08:00;0.297;1.95;1.3;2.4;299
14/11/2020;09:00;0.2805;1.98;1.5;1.8;862
14/11/2020;10:00;0.231;1.8;1.7;1.2;1663
14/11/2020;11:00;0.2475;2.1;1.9;1.1;2109
14/11/2020;12:00;0.297;1.95;2.1;1.6;2332
14/11/2020;13:00;0.2805;2.25;2.15;1.8;2187
14/11/2020;14:00;0.2541;1.95;2.45;1.5;1834
14/11/2020;15:00;0.2904;2.01;2.5;1.4;1223
14/11/2020;16:00;0.3102;1.8;2.51;1.55;439
14/11/2020;17:00;0.528;2.1;2.35;1.9;148
14/11/2020;18:00;0.627;2.67;2.62;2.55;0
14/11/2020;19:00;0.66;2.25;2.65;2.7;0
14/11/2020;20:00;0.627;1.95;2.7;2;0
14/11/2020;21:00;0.597;2.1;2.83;2.4;0
14/11/2020;22:00;0.561;1.8;2.9;2.5;0
14/11/2020;23:00;0.528;2.13;3.1;1.9;0
15/11/2020;00:00;0.594;0.9;1.47;1.8;0
15/11/2020;01:00;0.561;0.7;1.1;1.1;0
15/11/2020;02:00;0.363;0.6;0.9;0.73;0
15/11/2020;03:00;0.3465;0.65;0.85;0.67;0
15/11/2020;04:00;0.33;0.5;0.62;0.67;0
15/11/2020;05:00;0.396;0.7;0.6;0.59;0
15/11/2020;06:00;0.363;1.86;0.58;1.3;0
15/11/2020;07:00;0.297;1.89;1;1.9;0
15/11/2020;08:00;0.297;1.9;1.3;2.4;279
15/11/2020;09:00;0.2805;1.92;1.4;2.5;833
15/11/2020;10:00;0.231;1.8;1.6;2.47;1593
15/11/2020;11:00;0.2475;2;1.9;2;2006
15/11/2020;12:00;0.297;2.2;2.1;2.53;2485
15/11/2020;13:00;0.2805;1.2;2.15;2.8;2449
15/11/2020;14:00;0.2541;1.95;2.45;2.1;1953
15/11/2020;15:00;0.2904;1.83;2.5;1.9;1243
15/11/2020;16:00;0.3102;1.8;2.51;2.06;490
15/11/2020;17:00;0.528;2.1;2.35;1.2;152
15/11/2020;18:00;0.627;2.7;2.62;2.57;0
15/11/2020;19:00;0.66;1.15;2.65;2.8;0
15/11/2020;20:00;0.627;1.95;2.7;2.9;0
15/11/2020;21:00;0.597;0.49;2.52;3.1;0
15/11/2020;22:00;0.561;1.8;2.1;2.87;0
15/11/2020;23:00;0.528;1.6;1.4;2.02;0
16/11/2020;00:00;0.561;2.64;0.86;0.86;0
16/11/2020;01:00;0.495;2.25;0.73;0.73;0
16/11/2020;02:00;0.297;1.95;0.6;0.9;0
16/11/2020;03:00;0.297;1.98;0.6;0.9;0
16/11/2020;04:00;0.297;1.8;0.6;0.9;0
16/11/2020;05:00;0.396;2.1;1;1.5;0
16/11/2020;06:00;0.363;3.9;1.8;2.7;0
16/11/2020;07:00;0.297;5.1;1.9;2.9;0
16/11/2020;08:00;0.297;9.3;1.6;2.4;306
16/11/2020;09:00;0.2805;10.8;1.2;1.8;979
16/11/2020;10:00;0.264;12;0.53;0.9;1709
16/11/2020;11:00;0.264;12.6;0.54;0.8;2217
16/11/2020;12:00;0.264;11.1;0.53;0.95;2419
16/11/2020;13:00;0.264;6.6;0.53;1.1;2319
16/11/2020;14:00;0.264;11.7;0.53;1.05;1784
16/11/2020;15:00;0.297;12.3;0.55;0.9;1159
16/11/2020;16:00;0.297;12.9;0.53;1.1;419
16/11/2020;17:00;0.528;14.1;1.2;1.8;147
16/11/2020;18:00;0.594;9.24;2.54;2.53;0
16/11/2020;19:00;0.627;7.5;2.27;2.26;0
16/11/2020;20:00;0.627;6.6;1.4;1.4;0
16/11/2020;21:00;0.594;5.7;1.87;1.86;0
16/11/2020;22:00;0.627;3.6;1.26;1.26;0
16/11/2020;23:00;0.561;3.3;1.2;1.2;0
17/11/2020;00:00;0.561;2.64;0.73;0.73;0
17/11/2020;01:00;0.495;2.25;0.6;0.6;0
17/11/2020;02:00;0.297;1.95;0.57;0.56;0
17/11/2020;03:00;0.297;1.98;0.56;0.56;0
17/11/2020;04:00;0.297;1.8;0.55;0.56;0
17/11/2020;05:00;0.396;2.1;1;1;0
17/11/2020;06:00;0.363;3.9;1.8;2.7;0
17/11/2020;07:00;0.297;5.1;1.9;2.9;0
17/11/2020;08:00;0.297;9.3;1.6;2.4;246
17/11/2020;09:00;0.2805;10.8;1.2;1.8;802
17/11/2020;10:00;0.264;12;0.51;0.9;1607
17/11/2020;11:00;0.264;12.6;0.53;0.85;2191
17/11/2020;12:00;0.264;11.1;0.49;1;2485
17/11/2020;13:00;0.264;6.6;0.53;1.05;2234
17/11/2020;14:00;0.264;11.7;0.54;0.78;1862
17/11/2020;15:00;0.297;12.3;0.53;0.92;1170
17/11/2020;16:00;0.297;12.9;0.53;0.99;492
17/11/2020;17:00;0.528;14.1;1.2;1.2;148
17/11/2020;18:00;0.594;9.24;2.53;2.53;0
17/11/2020;19:00;0.627;7.5;2.26;2.26;0
17/11/2020;20:00;0.627;6.6;1.4;1.4;0
17/11/2020;21:00;0.594;5.7;1.86;1.86;0
17/11/2020;22:00;0.627;3.6;1.27;1.26;0
17/11/2020;23:00;0.561;3.3;1.2;1.2;0
18/11/2020;00:00;0.561;2.64;0.86;0.73;0
18/11/2020;01:00;0.495;2.25;0.73;0.6;0
18/11/2020;02:00;0.297;1.95;0.6;0.56;0
18/11/2020;03:00;0.297;1.98;0.6;0.57;0
18/11/2020;04:00;0.297;1.8;0.6;0.56;0
18/11/2020;05:00;0.396;2.1;1;1;0
18/11/2020;06:00;0.363;3.9;1.8;2.7;0
18/11/2020;07:00;0.297;5.1;1.9;2.9;0
18/11/2020;08:00;0.297;9.3;1.6;2.4;244
18/11/2020;09:00;0.2805;10.8;1.2;1.8;961
18/11/2020;10:00;0.264;12;0.53;0.96;1996
18/11/2020;11:00;0.264;12.6;0.54;1.03;2617
18/11/2020;12:00;0.264;11.1;0.53;0.91;3003
18/11/2020;13:00;0.264;6.6;0.53;0.85;2832
18/11/2020;14:00;0.264;11.7;0.53;0.93;2375
18/11/2020;15:00;0.297;12.3;0.55;1.1;1586
18/11/2020;16:00;0.297;12.9;0.53;0.69;604
18/11/2020;17:00;0.528;14.1;1.2;1.2;151
18/11/2020;18:00;0.594;9.24;2.54;2.53;0
18/11/2020;19:00;0.627;7.5;2.27;2.26;0
18/11/2020;20:00;0.627;6.6;1.4;1.4;0
18/11/2020;21:00;0.594;5.7;1.87;1.87;0
18/11/2020;22:00;0.627;3.6;1.26;1.26;0
18/11/2020;23:00;0.561;3.3;1.2;1.2;0
19/11/2020;00:00;0.561;2.64;0.73;0.73;0
19/11/2020;01:00;0.495;2.25;0.6;0.6;0
19/11/2020;02:00;0.297;1.95;0.57;0.56;0
19/11/2020;03:00;0.297;1.98;0.56;0.56;0
19/11/2020;04:00;0.297;1.8;0.55;0.56;0
19/11/2020;05:00;0.396;2.1;1;1;0
19/11/2020;06:00;0.363;3.9;1.8;2.7;0
19/11/2020;07:00;0.297;5.1;1.9;2.9;0
19/11/2020;08:00;0.297;9.3;1.6;2.4;314
19/11/2020;09:00;0.2805;10.8;1.2;1.8;1208
19/11/2020;10:00;0.264;12;0.51;0.9;2294
19/11/2020;11:00;0.264;12.6;0.53;0.85;2985
19/11/2020;12:00;0.264;11.1;0.49;1;3233
19/11/2020;13:00;0.264;6.6;0.53;1.05;3129
19/11/2020;14:00;0.264;11.7;0.54;0.78;2534
19/11/2020;15:00;0.297;12.3;0.53;0.92;1575
19/11/2020;16:00;0.297;12.9;0.53;0.99;562
19/11/2020;17:00;0.528;14.1;1.2;1.2;151
19/11/2020;18:00;0.594;9.24;2.53;2.53;0
19/11/2020;19:00;0.627;7.5;2.26;2.26;0
19/11/2020;20:00;0.627;6.6;1.4;1.4;0
19/11/2020;21:00;0.594;5.7;1.86;1.86;0
19/11/2020;22:00;0.627;3.6;1.27;1.26;0
19/11/2020;23:00;0.561;3.3;1.2;1.2;0
20/11/2020;00:00;0.561;2.64;0.9;0.73;0
20/11/2020;01:00;0.495;2.25;0.85;0.6;0
20/11/2020;02:00;0.297;1.95;0.62;0.56;0
20/11/2020;03:00;0.297;1.98;0.6;0.57;0
20/11/2020;04:00;0.297;1.8;0.58;0.56;0
20/11/2020;05:00;0.396;2.1;1;1;0
20/11/2020;06:00;0.363;3.9;1.3;2.7;0
20/11/2020;07:00;0.297;5.1;1.9;2.9;0
20/11/2020;08:00;0.297;9.3;1.6;2.4;231
20/11/2020;09:00;0.2805;10.8;1.2;1.8;920
20/11/2020;10:00;0.264;12;0.51;0.96;1805
20/11/2020;11:00;0.264;12.6;0.53;1.03;2321
20/11/2020;12:00;0.264;11.1;0.49;0.91;2344
20/11/2020;13:00;0.264;6.6;0.53;0.85;2142
20/11/2020;14:00;0.264;11.7;0.54;0.93;1679
20/11/2020;15:00;0.297;12.3;0.53;1.1;1075
20/11/2020;16:00;0.297;12.9;0.53;0.69;385
20/11/2020;17:00;0.528;14.1;1.2;1.2;139
20/11/2020;18:00;0.594;9.24;1.7;2.53;0
20/11/2020;19:00;0.627;7.5;2.83;2.26;0
20/11/2020;20:00;0.627;6.6;2.9;2.3;0
20/11/2020;21:00;0.594;5.7;3.1;2.51;0
